ID,Fiction,Sci-Fict,Baby_Toddler,  Teen, Manga,Art&Hist,SelfImprov,Cooking, Games, Gifts,Journals,  News,NonFict,HairyPottery,Mysteries,Thrillers,Classics,Poetry,Romance,Horror
895,     7,     6,     3,    10,     6,     0,     1,     0,     6,     5,     8,     0,     4,     7,     3,     1,     1,     3,     5,     3
896,     4,     3,     1,     9,     2,     2,    10,     5,     1,     4,     2,     3,     2,     3,     7,     3,     6,     3,     7,     3
897,     1,     3,     2,     9,     3,     1,     7,     5,     0,     2,     1,     1,     2,     2,     9,     7,     8,     5,     9,     1
898,     2,     0,     0,     8,     6,     0,     9,     7,     1,     4,     2,     2,     6,     3,     8,     6,     4,     3,     4,     3
899,     1,     3,     2,     9,     3,     2,     6,     5,     2,     6,     2,     2,     5,     4,     7,     6,    10,     3,     6,     1
900,     8,     6,     1,     9,     7,     0,     2,     0,     7,     7,     6,     0,     5,     5,     5,     3,     2,     4,     4,     3
901,     7,     7,     6,     6,     1,     4,     4,     3,     9,     6,     4,     1,     0,     1,     2,     5,     0,     6,     9,    10
902,     3,     6,     7,     4,     0,     1,     7,     5,     8,     7,     3,     0,     3,     1,     3,     2,     2,     4,     7,    10
903,     8,     6,     7,     7,     2,     1,     1,     7,     8,     1,     3,     1,     1,     1,     3,     4,     1,     7,     7,    10
904,     0,     2,     1,     8,     3,     5,     6,     3,     0,     5,     0,     4,     5,     6,     5,     4,     8,     7,     4,     2
905,     6,     2,     8,     8,     0,     2,     4,     5,     8,     5,     2,     1,     0,     1,     4,     1,     3,     2,     7,     9
906,     0,     1,     1,     9,     3,     2,     8,     4,     1,     5,     0,     0,     5,     2,     6,     4,     6,     4,     5,     1
907,     7,     7,     0,     7,     7,     0,     3,     1,     4,     6,     9,     1,     2,     7,     5,     3,     2,     3,     5,     2
908,     3,     0,     2,     7,     2,     1,     9,     7,     0,     7,     1,     3,     5,     2,     7,     4,     9,     4,     6,     2
909,     8,     7,     1,     7,     9,     2,     5,     0,     5,     6,     7,     1,     4,     8,     3,     2,     3,     8,     6,     2
910,     1,     7,     0,     7,     5,     3,     9,     6,     1,     5,     2,     2,     2,     2,     7,     5,     7,     5,     5,     6
911,     0,     2,     2,     8,     2,     2,     8,     5,     0,     8,     2,     1,     4,     4,     4,     3,    10,     9,     6,     0
912,     6,     6,     2,     6,     8,     1,     4,     1,     6,     8,     5,     1,     3,     7,     3,     1,     1,     6,     3,     2
913,     6,     7,     7,     4,     0,     0,     6,     5,     8,     8,     1,     0,     0,     1,     1,     3,     0,     2,     9,    10
914,     9,     7,     0,     6,     9,     0,     5,     1,     3,     5,     8,     2,     3,     9,     5,     4,     1,     3,     6,     5
915,     5,     6,     9,     9,     0,     1,     6,     3,    10,     6,     3,     2,     1,     1,     2,     2,     0,     5,     8,     7
916,     1,     7,     9,     2,     3,     0,     3,     4,     8,     5,     2,     4,     8,     4,     5,     1,     3,     2,     0,     0
917,     0,     1,     3,     9,     0,     2,     7,     4,     0,     3,     2,     1,     3,     6,     6,     4,     9,     4,     5,     1
918,     5,     4,     7,     7,     1,     1,     2,     7,    10,     5,     1,     2,     2,     3,     2,     2,     0,     3,     6,     7
919,     3,     6,    10,     6,     0,     0,     4,     5,     7,     4,     4,     1,     1,     0,     1,     0,     2,     4,     7,     9
920,     3,     8,     8,     2,     2,     1,     2,     7,     5,     7,     1,     9,    10,     2,     0,     2,     9,     5,     0,     0
921,     1,     2,     3,     7,     1,     0,     6,     5,     0,     2,     3,     1,     3,     1,     7,     5,     8,     3,     5,     0
922,     6,     3,     7,     7,     0,     1,     6,     5,     9,     5,     4,     0,     0,     0,     4,     1,     4,     6,     9,     9
923,     7,     8,     0,     7,     3,     3,     2,     1,     4,     2,     8,     2,     3,     8,     2,     2,     1,     6,     4,     5
924,     4,     2,     4,     9,     3,     0,    10,     5,     1,     1,     2,     2,     4,     4,     5,     3,     8,     6,     6,     3
925,     2,     6,     9,     1,     0,     2,     2,     5,     3,     6,     2,     3,    10,     6,     2,     1,     7,     6,     1,     0
926,     3,     8,     9,     1,     1,     4,     0,     3,     3,     2,     2,     7,     9,     2,     3,     4,     8,     9,     1,     0
927,     1,     2,     1,     6,     4,     0,     8,     6,     0,     4,     0,     5,     4,     2,     7,     3,     8,     8,     3,     3
928,     0,     1,     2,     9,     2,     1,     7,     4,     0,     6,     1,     2,     4,     4,     7,     5,     7,     6,     5,     3
929,     5,     4,     8,     9,     0,     1,     6,     6,     8,     5,     4,     0,     1,     1,     2,     1,     2,     3,    10,    10
930,     7,     7,     0,    10,     5,     1,     6,     0,     5,     5,     7,     4,     0,     6,     1,     4,     1,     3,     7,     4
931,     2,     7,     9,     0,     1,     0,     1,     5,     4,     7,     2,     7,    10,     1,     1,     4,     7,     6,     0,     0
932,     0,     1,     1,     9,     1,     2,     8,     5,     2,     6,     4,     3,     6,     0,     7,     5,     8,     6,     4,     3
933,     8,     4,     1,     8,     9,     2,     7,     1,     8,     5,     7,     2,     3,     9,     2,     3,     2,     3,     4,     3
934,     2,     2,     3,     8,     2,     0,     8,     4,     1,     3,     1,     1,     4,     4,     5,     6,     7,     6,     6,     0
935,     3,     2,     2,     9,     1,     0,     9,     3,     0,     6,     2,     3,     3,     3,     7,     3,     6,     5,     2,     3
936,     2,     5,     7,     1,     1,     2,     0,     4,     6,     4,     1,     3,     9,     3,     3,     3,     8,     3,     0,     0
937,     2,     8,     9,     8,     0,     1,     3,     3,     6,     4,     2,     2,     1,     0,     1,     2,     0,     4,     5,     9
938,     3,     1,     4,     8,     4,     2,     8,     7,     2,     7,     1,     1,     6,     2,     7,     4,     8,     6,     5,     1
939,     4,     2,     4,     8,     3,     1,     8,     6,     1,     4,     1,     4,     6,     1,     6,     4,     9,     4,     8,     3
940,     3,     2,     1,     6,     0,     2,     8,     8,     0,     7,     3,     1,     2,     1,     5,     4,     9,     5,     4,     2
941,     5,     4,     1,     5,     4,     1,     2,     0,     4,     4,     7,     2,     8,     7,     2,     2,     1,     3,     4,     4
942,     5,     4,     8,     8,     0,     0,     7,     6,     8,     4,     4,     2,     1,     0,     5,     4,     1,     7,     9,    10
943,     1,     1,     0,     9,     3,     1,     8,     7,     1,     8,     2,     3,     3,     2,     7,     3,     7,     8,     7,     4
944,     0,     4,     2,     8,     3,     0,    10,     4,     1,     5,     1,     4,     4,     2,     8,     5,     7,     9,     5,     1
945,     6,     9,     9,     2,     1,     1,     1,     5,     5,     5,     4,     5,     9,     5,     3,     4,     8,     3,     1,     0
946,     4,     5,     9,     3,     0,     0,     0,     7,     5,     7,     3,     6,    10,     3,     3,     5,     7,     7,     1,     0
947,     1,     1,     0,     7,     1,     1,     5,     5,     1,     2,     0,     1,     5,     2,     4,     4,     8,     5,     6,     2
948,     3,     4,    10,     0,     2,     2,     1,     4,     4,     7,     0,     4,    10,     6,     2,     3,     9,     7,     0,     0
949,     8,     4,     6,     4,     0,     2,     3,     5,     8,     4,     2,     2,     1,     0,     4,     1,     0,     5,     7,     9
950,     4,     2,     3,     6,     0,     1,     7,     7,     0,     5,     3,     1,     7,     1,     9,     6,     7,     2,     6,     0
951,     1,     1,     5,     9,     4,     1,     9,     8,     1,     6,     0,     3,     2,     2,     6,     7,     8,     5,     5,     3
952,     2,     1,     3,     6,     2,     2,     7,     4,     0,     4,     0,     3,     3,     5,     6,     8,     6,     4,     3,     3
953,     8,     7,     2,     6,     6,     2,     2,     3,     7,     5,     6,     2,     5,     3,     1,     3,     3,     7,     8,     4
954,     4,     6,     0,     7,     5,     1,     4,     1,     6,     4,     6,     2,     0,     9,     4,     5,     3,     4,     4,     3
955,     4,     7,     2,     8,     7,     2,     1,     2,     5,     4,     4,     3,     4,     7,     4,     4,     1,     7,     4,     3
956,     3,     7,     8,     7,     0,     1,     6,     1,     8,     4,     4,     1,     2,     0,     0,     2,     1,     4,     8,     9
957,     5,     7,     9,     3,     0,     0,     2,     2,     8,     8,     4,     2,     0,     1,     0,     3,     1,     5,    10,     7
958,     2,     1,     3,     9,     2,     2,     7,     5,     0,     9,     1,     2,     0,     4,     6,     7,     5,     7,     5,     3
959,     3,     3,     0,    10,     3,     0,     9,     7,     2,     3,     2,     3,     7,     3,     7,     8,     7,     4,     4,     0
960,     1,     3,     1,     7,     5,     2,     9,     7,     0,     7,     2,     1,     3,     3,     7,     5,     5,     6,     3,     3
961,     3,     3,     2,     7,     3,     1,     8,     2,     1,     4,     2,     3,     6,     6,     5,     6,     9,     4,     3,     3
962,     2,     1,     1,     7,     1,     0,     8,     4,     2,     5,     1,     1,     3,     3,     5,     5,     7,     0,     3,     5
963,     3,     8,     8,     5,     0,     0,     4,     6,     8,     6,     1,     0,     0,     0,     0,     4,     1,     6,     9,     9
964,     2,     6,     6,     6,     0,     2,     4,     7,     7,     3,     3,     3,     1,     0,     3,     2,     3,     6,     9,     8
965,     0,     1,     1,     6,     0,     1,     7,     5,     1,     5,     3,     0,     7,     3,     4,     3,     7,     5,     3,     1
966,     5,     8,     1,     6,     8,     0,     4,     2,     7,     7,     7,     0,     4,     7,     4,     4,     2,     4,     5,     5
967,     6,     8,     3,     8,     7,     1,     2,     0,     4,     5,     3,     1,     1,     7,     3,     6,     2,     5,     5,     4
968,     4,     2,     3,     8,     2,     2,     6,     6,     1,     6,     2,     3,     4,     5,     6,     2,     5,     5,     5,     1
969,    10,     6,     2,     5,     5,     1,     5,     0,     6,     2,     8,     1,     1,     8,     1,     6,     2,     3,     4,     2
970,     5,     6,     7,     5,     0,     1,     6,     4,     8,     5,     3,     0,     0,     0,     0,     2,     2,     5,    10,     9
971,     6,     8,     8,     6,     0,     1,     5,     8,     7,     2,     2,     1,     1,     2,     0,     1,     1,     7,     5,     9
972,     1,     0,     3,     6,     4,     1,    10,     4,     0,     4,     1,     4,     5,     1,     5,     3,     8,     8,     1,     2
973,     9,     8,     8,     4,     0,     0,     1,     4,     7,     6,     4,     1,     1,     0,     0,     1,     2,     5,     8,    10
974,     7,     9,     1,     6,     2,     1,     4,     1,     5,     5,     8,     1,     2,     7,     2,     1,     4,     6,     3,     5
975,     4,     7,     9,     1,     1,     1,     0,     6,     5,     4,     3,     5,     8,     4,     1,     4,     7,     2,     0,     0
976,     6,     6,     9,     6,     0,     1,     5,     5,     8,     4,     1,     0,     1,     0,     3,     1,     5,     2,     9,    10
977,     7,     7,     1,     7,     5,     0,     3,     1,     5,     4,     7,     2,     4,     6,     2,     4,     2,     8,     5,     5
978,     1,     2,     2,     9,     1,     1,    10,     8,     0,     5,     0,     3,     7,     2,     4,     6,     8,     3,     4,     2
979,     0,     3,     5,     9,     0,     0,    10,     4,     1,     4,     2,     2,     2,     4,     6,     6,     6,     4,     3,     4
980,     7,     8,     2,     7,     5,     1,     4,     1,     5,     3,     8,     1,     2,     8,     3,     3,     1,     5,     6,     5
981,     1,     1,     1,     9,     1,     1,     9,     3,     2,     5,     1,     3,     9,     2,     4,     3,     6,     4,     5,     3
982,     7,     5,     7,     8,     0,     0,     3,     5,     6,     5,     5,     0,     1,     0,     0,     1,     1,     5,     9,     8
983,     5,     3,     1,     8,     0,     2,     7,     4,     1,     5,     0,     2,     4,     1,     6,     7,     8,     5,     4,     4
984,     2,     8,     8,     3,     2,     0,     1,     4,     6,     5,     4,     4,    10,     6,     2,     3,     8,     9,     0,     0
985,     4,     4,     5,     5,     0,     2,     6,     5,     7,     4,     2,     2,     0,     0,     1,     3,     2,     4,     9,    10
986,     2,     3,     1,     8,     1,     1,     8,     4,     2,     8,     0,     3,     4,     4,     7,     5,     7,     3,     4,     2
987,     4,     3,     8,     1,     2,     2,     0,     4,     6,     4,     2,     3,     9,     3,     3,     1,     7,     5,     3,     0
988,     6,     7,     9,     5,     0,     0,     7,     4,     7,     3,     3,     1,     1,     0,     2,     4,     1,     4,    10,    10
989,     8,     5,     2,     7,     6,     2,     3,     1,     7,     8,     7,     1,     3,     6,     2,     2,     3,     2,     3,     5
990,     2,     2,     2,     8,     3,     4,     6,     7,     2,     5,     2,     3,     3,     0,     6,     6,     8,     6,     5,     1
991,     5,     3,     3,     7,     1,     1,     6,     5,     2,     4,     1,     1,     5,     3,     7,     4,     5,     4,     7,     2
992,     7,     9,     1,     5,     3,     1,     3,     0,     3,     4,     6,     2,     5,     4,     2,     4,     1,     4,     5,     1
993,     2,     3,     2,     8,     5,     0,     9,     4,     1,     4,     0,     3,     6,     5,     7,     6,     7,     8,     7,     2
994,     5,     9,     2,     8,     4,     0,     1,     1,     5,     5,     8,     1,     3,    10,     2,     3,     1,     4,     3,     5
995,     9,     7,     4,     8,     6,     0,     4,     1,     2,     7,     7,     0,     3,     5,     2,     4,     3,     5,     3,     1
996,     7,     5,     1,     9,     5,     0,     6,     1,     5,     7,     8,     0,     0,     6,     2,     4,     3,     5,     3,     4
997,     2,     6,     8,     0,     0,     1,     0,     4,     3,     5,     3,     6,     9,     3,     2,     2,     8,     6,     0,     0
998,     5,     9,     7,     3,     0,     0,     4,     5,     8,     5,     2,     3,     0,     1,     1,     1,     1,     5,     8,    10
999,     3,     8,    10,     6,     0,     2,     5,     4,     8,     7,     6,     3,     0,     0,     2,     2,     1,     2,     9,    10
1000,     6,     5,     8,     6,     0,     0,     7,     4,     9,     6,     4,     0,     0,     1,     1,     0,     3,     3,     9,     9
